paintingId,artistId,galleryId,imageFileName,title,shapeId,museumLink,accessionNumber,copyrightText,description,excerpt,yearOfWork,width,height,medium,cost,MSRP,googleLink,googleDescription,wikiLink,jsonAnnotations
464,124,30,124030,The Feast of St Nicholas,1,http://hdl.handle.net/10934/RM0001.COLLECT.5500,SK-A-385,Public domain,"The feast of St Nicholas takes place in December. In the Netherlands, it has been celebrated in the same way for centuries. Good children receive gifts from the saint. The little girl in the foreground, for instance, has a bucket full of treats. Naughty children, like the wailing boy at the left, get only a switch (a bundle of twigs) in their shoe. Jan Steen was a born storyteller. He succeeded in incorporating all of the elements of the popular feast in this picture.","Good children receive gifts from the saint. The little girl in the foreground, for instance, has a bucket full of treats. Naughty children, like the wailing boy at the left, get only a switch (a bundle of twigs) in their shoe.",1666,82,70,Oil on canvas,700,800,https://www.google.com/culturalinstitute/beta/asset/HQH272DWHOl8aA,"It is the fifth of December: the feast of St. Nicholas. Next to the chimney, traditional carols are being sung. The holy man has just arrived with presents for the children: a doll and a bucket full of candy for the girl, and for her little brother a golf club. The boy is pointing gleefully at his big brother, who has found a birch rod in his shoe instead of a present (indicating he has been a naughty boy). But grandmother is beckoning to him: no doubt there is a present for him after all, behind the curtain. Steen has succeeded in capturing the special atmosphere of this celebration. Considerable attention is given to all the goodies in the foreground: 'speculaas', waffles, and a diamond-shaped sweet loaf called a 'duivekater'. But the story is the main focus of the painting. And, like the born storyteller he is, Steen uses looks and gestures to make this clear.",https://en.wikipedia.org/wiki/The_Feast_of_Saint_Nicholas,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":40,""green"":29,""blue"":15},""web"":""#281D0F"",""name"":""Cocoa Brown""},{""color"":{""red"":92,""green"":81,""blue"":59},""web"":""#5C513B"",""name"":""Mondo""},{""color"":{""red"":125,""green"":116,""blue"":93},""web"":""#7D745D"",""name"":""Pablo""},{""color"":{""red"":106,""green"":52,""blue"":25},""web"":""#6a3419"",""name"":""New Amber""},{""color"":{""red"":114,""green"":80,""blue"":42},""web"":""#72502a"",""name"":""Cafe Royale""},{""color"":{""red"":57,""green"":45,""blue"":28},""web"":""#392D1C"",""name"":""Black Magic""}]}"
465,124,30,124040,Children Teaching a Cat to Dance,1,http://hdl.handle.net/10934/RM0001.COLLECT.5502,SK-A-718,Public domain,"There is mischief-making going on here! A group of children are teaching a cat to dance, to the music of a shawm, a 17th-century wind instrument. They are clearly enjoying themselves, but the cat is screeching its displeasure, and the dog is barking loudly. An old man angrily reprimands the children from a window high in the wall of the room. Jan Steen knew how to reproduce the ear splitting din of the scene.","These children are up to mischief: they are teaching a cat to dance to the music of a shawm, a 17th-century wind instrument.",1670,68,59,Oil on panel,700,800,https://www.google.com/culturalinstitute/beta/asset/children-teaching-a-cat-to-dance-known-as-the-dancing-lesson/sAFdhRy2KCBhPA,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":62,""green"":46,""blue"":27},""web"":""#3E2E1B"",""name"":""Cola""},{""color"":{""red"":28,""green"":21,""blue"":13},""web"":""#1C150D"",""name"":""Bokara Grey ""},{""color"":{""red"":84,""green"":65,""blue"":42},""web"":""#54412a"",""name"":""Deep Bronze""},{""color"":{""red"":46,""green"":61,""blue"":68},""web"":""#2e3d44"",""name"":""Big Stone""},{""color"":{""red"":123,""green"":137,""blue"":136},""web"":""#7b8988"",""name"":""Oslo Grey""},{""color"":{""red"":147,""green"":142,""blue"":124},""web"":""#938e7c"",""name"":""Heathered Grey""}]}"
466,124,30,124050,Woman at her Toilet,1,http://hdl.handle.net/10934/RM0001.COLLECT.5507,SK-A-4052,Public domain,"This is an intimate moment: a girl undressing before going to bed. She is just pulling off a stocking. The indentation left by her garter is visible just below her knee. Her raised skirt allows the viewer a peak up along her bare legs. The image's explicit eroticism did not always find favour; until a hundred years ago, an underskirt was painted over her thighs.","This is an intimate moment: a girl undressing before going to bed. She is just pulling off a stocking. The indentation left by her garter is visible just below her knee. Her raised skirt allows the viewer a peak up along her bare legs. The image's explicit eroticism did not always find favour; until a hundred years ago, an underskirt was painted over her thighs.",1658,37,27,Oil on canvas,450,500,,,https://en.wikipedia.org/wiki/Jan_Steen#/media/File:Jan_Havicksz._Steen00.jpg,"{""safeSearchAnnotation"":{""violence"":1,""racy"":3},""dominantColors"":[{""color"":{""red"":132,""green"":119,""blue"":95},""web"":""#84775F"",""name"":""Stonewall""},{""color"":{""red"":98,""green"":83,""blue"":60},""web"":""#62533C"",""name"":""Judge Grey""},{""color"":{""red"":157,""green"":147,""blue"":123},""web"":""#9D937B"",""name"":""Tallow""},{""color"":{""red"":65,""green"":51,""blue"":28},""web"":""#41331C"",""name"":""Mikado""},{""color"":{""red"":87,""green"":84,""blue"":72},""web"":""#575448"",""name"":""Millbrook""},{""color"":{""red"":126,""green"":119,""blue"":108},""web"":""#7E776C"",""name"":""Arrowtown""}]}"
467,106,30,106050,Woman Reading a Letter,3,http://hdl.handle.net/10934/RM0001.COLLECT.6420,SK-C-251,Public domain,"Enjoying a quiet, private moment, this young woman is absorbed in reading a letter in the morning light. She is still wearing her blue night jacket. All of the colours in the composition are secondary to its radiant lapis lazuli blue. Vermeer recorded the effects of light with extraordinary precision. Particularly innovative is his rendering of the woman's skin with pale grey, and the shadows on the wall using light blue.","Enjoying a quiet, private moment, this young woman is absorbed in reading a letter in the morning light. She is still wearing her blue night jacket. All of the colours in the composition are secondary to its radiant lapis lazuli blue. Vermeer recorded the effects of light with extraordinary precision. Particularly innovative is his rendering of the woman's skin with pale grey, and the shadows on the wall using light blue.",1663,46,39,Oil on canvas,700,900,https://www.google.com/culturalinstitute/beta/asset/woman-reading-a-letter/QQF82wPVTRfMPw,,https://en.wikipedia.org/wiki/Woman_in_Blue_Reading_a_Letter,"{""safeSearchAnnotation"":{""violence"":1,""racy"":2},""dominantColors"":[{""color"":{""red"":104,""green"":121,""blue"":152},""web"":""#687998"",""name"":""Slate Grey""},{""color"":{""red"":82,""green"":79,""blue"":48},""web"":""#524F30"",""name"":""Camouflage""},{""color"":{""red"":72,""green"":89,""blue"":121},""web"":""#485979"",""name"":""Chambray""},{""color"":{""red"":127,""green"":125,""blue"":93},""web"":""#7F7D5D"",""name"":""Kokoda""},{""color"":{""red"":66,""green"":63,""blue"":35},""web"":""#423F23"",""name"":""Woodrush""},{""color"":{""red"":199,""green"":202,""blue"":196},""web"":""#C7CAC4"",""name"":""Ottoman""}]}"
468,106,30,106060,View of Houses in Delft,3,http://hdl.handle.net/10934/RM0001.COLLECT.6419,SK-A-2860,Public domain,"This painting of a quiet street with a few figures occupies an exceptional place in Vermeer's oeuvre. Straight angles give the composition balance, while the triangle of the sky introduces a sense of dynamism. The old walls, coarse bricks, and white plasterwork are almost palpable. Vermeer nonetheless took some liberties with reality, such as the oversized green shutters.","This painting of a quiet street with a few figures occupies an exceptional place in Vermeer's oeuvre. Straight angles give the composition balance, while the triangle of the sky introduces a sense of dynamism. The old walls, coarse bricks, and white plasterwork are almost palpable. Vermeer nonetheless took some liberties with reality, such as the oversized green shutters.",1658,44,54,Oil on canvas,1000,1200,https://www.google.com/culturalinstitute/beta/asset/the-little-street/YAGJRuPz8yVuRQ,"Also known as View of Houses in Delft, this is the only known outdoor scene by Vermeer of this type: a quiet street with only a few figures. The artist has captured the various materials meticulously: the worn bricks of the masonry, the gleam of the leaded windows, the white- plastered wall. The paint is applied thickly in one spot and thinly in another; in some places it is smooth, in others grainy.",https://en.wikipedia.org/wiki/The_Little_Street,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":112,""green"":77,""blue"":55},""web"":""#704D37"",""name"":""Old Copper""},{""color"":{""red"":199,""green"":192,""blue"":171},""web"":""#C7C0AB"",""name"":""Cotton Seed""},{""color"":{""red"":101,""green"":82,""blue"":62},""web"":""#65523E"",""name"":""Tobacco Brown""},{""color"":{""red"":64,""green"":48,""blue"":32},""web"":""#403020"",""name"":""Cola""},{""color"":{""red"":125,""green"":110,""blue"":90},""web"":""#7D6E5A"",""name"":""Sandstone""},{""color"":{""red"":78,""green"":49,""blue"":31},""web"":""#4E311F"",""name"":""Indian Tan""}]}"
469,105,30,105040,Militia Company of District II under the Command of Captain Frans Banninck Cocq (Night Watch),2,http://hdl.handle.net/10934/RM0001.COLLECT.5216,SK-C-5,Public domain,"Rembrandt's largest, most famous canvas was made for the Arquebusiers guild hall. This was one of several halls of Amsterdam's civic guard, the city's militia and police. Rembrandt was the first to paint figures in a group portrait actually doing something. The captain, dressed in black, is telling his lieutenant to start the company marching. The guardsmen are getting into formation. Rembrandt used the light to focus on particular details, like the captain's gesturing hand and the young girl in the foreground. She was the company mascot.","Rembrandt's largest, most famous canvas was made for the Arquebusiers guild hall. This was one of several halls of Amsterdam's civic guard, the city's militia and police. Rembrandt was the first to paint figures in a group portrait actually doing something.",1642,453,379,Oil on canvas,4000,4500,https://www.google.com/culturalinstitute/beta/asset/the-night-watch/eQEojRwTdypUKA,"The Night Watch, the most famous painting in the Rijksmuseum, actually has another title: Militia Company of District II under the Command of Captain Frans Banninck Cocq. A militia painting is a group portrait of a division of the civic guard. Rembrandt depicted the group of militiamen in an unusual way. Not in a neat row or sitting at their annual banquet, rather, he recorded a moment: a group of militiamen have just moved into action and are about to march off.",https://en.wikipedia.org/wiki/The_Night_Watch,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":37,""green"":27,""blue"":8},""web"":""#251B08"",""name"":""Black Magic""},{""color"":{""red"":127,""green"":26,""blue"":26},""web"":""#7F1A1A"",""name"":""Falu Red""},{""color"":{""red"":92,""green"":79,""blue"":49},""web"":""#5C4F31"",""name"":""West Coast""},{""color"":{""red"":100,""green"":80,""blue"":31},""web"":""#64501F"",""name"":""Bronze Olive""},{""color"":{""red"":172,""green"":152,""blue"":94},""web"":""#AC985E"",""name"":""Barley Corn""},{""color"":{""red"":75,""green"":54,""blue"":12},""web"":""#4B360C"",""name"":""Madras""}]}"
470,105,30,105050,Portrait of Johannes Wtenbogaert,1,http://hdl.handle.net/10934/RM0001.COLLECT.50214,SK-A-4885,Public domain,"The 76-year-old Remonstrant minister, once the court chaplain of Prince Maurice, wears a calotte (skullcap) and a fur-lined cloak, the kind of clothing elderly scholars preferred to be portrayed in. Wtenbogaert's face is more realistically modelled than his hands, which may have been done by a pupil in Rembrandt's workshop.","The 76-year-old Remonstrant minister, once the court chaplain of Prince Maurice, wears a calotte (skullcap) and a fur-lined cloak, the kind of clothing elderly scholars preferred to be portrayed in. Wtenbogaert's face is more realistically modelled than his hands, which may have been done by a pupil in Rembrandt's workshop.",1633,103,130,Oil on canvas,1000,1200,https://www.google.com/culturalinstitute/beta/asset/portrait-of-johannes-wtenbogaert/OAGi5DuRI07nxg,"Wtenbogaert (1557- 644) was a famous preacher, the founder and leader of the Remonstrant Brotherhood. At the request of one of his followers, he had his portrait painted by Rembrandt when he was 76 years of age. At this time Rembrandt was beginning to make a name for himself in Amsterdam as a portrait painter. This large work is one of the best portraits from that period. The large black cloak lends an imposing gravity to the figure of the old man, automatically leading the eye of the viewer to the white collar and the face. The hands appear to have been done by an assistant, but the face is Rembrandt at his best: with the raised eyebrows the artist has given the old man an individual characterization.",https://en.wikipedia.org/wiki/Johannes_Wtenbogaert,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":20,""green"":17,""blue"":12},""web"":""#14110C"",""name"":""Bokara Grey""},{""color"":{""red"":91,""green"":84,""blue"":64},""web"":""#5B5440"",""name"":""Millbrook""},{""color"":{""red"":57,""green"":49,""blue"":32},""web"":""#393120"",""name"":""Mikado""},{""color"":{""red"":38,""green"":31,""blue"":16},""web"":""#261F10"",""name"":""Maire""},{""color"":{""red"":52,""green"":49,""blue"":39},""web"":""#343127"",""name"":""Graphite""},{""color"":{""red"":126,""green"":113,""blue"":85},""web"":""#7E7155"",""name"":""Pablo""}]}"
471,105,30,105060,Self-portrait,1,http://hdl.handle.net/10934/RM0001.COLLECT.5236,SK-A-4691,Public domain,"Even as an inexperienced young artist, Rembrandt did not shy away from experimenting. Here the light glances along his right cheek, while the rest of his face is veiled in shadow. It takes a while to realize that the artist is gazing intently out at us. Using the butt end of his brush, Rembrandt made scratches in the still wet paint to accentuate the curls of his tousled hair.","Here the light glances along his right cheek, while the rest of his face is veiled in shadow. It takes a while to realize that the artist is gazing intently out at us.",1628,187,22,Oil on canvas,800,900,https://www.google.com/culturalinstitute/beta/asset/self-portrait/AQHvOEXiF3p9fg,"This is one of the first works in which Rembrandt portrayed himself - he was about 22 years old. The light is strong and comes from behind. Rembrandt's face is in shadow and difficult to distinguish. The experimental manner in which the hair is rendered is interesting: Rembrandt made scratches in the wet paint, allowing the undercoat to show through.",,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":90,""green"":83,""blue"":62},""web"":""#5A533E"",""name"":""Panda""},{""color"":{""red"":122,""green"":116,""blue"":91},""web"":""#7A745B"",""name"":""Pablo""},{""color"":{""red"":64,""green"":54,""blue"":33},""web"":""#403621"",""name"":""Mikado""},{""color"":{""red"":171,""green"":145,""blue"":90},""web"":""#AB915A"",""name"":""Teak""},{""color"":{""red"":38,""green"":28,""blue"":12},""web"":""#261C0C"",""name"":""Black Magic""},{""color"":{""red"":144,""green"":117,""blue"":68},""web"":""#907544"",""name"":""Shadow""}]}"
472,105,30,105070,Portrait of Marten Soolmans,1,http://hdl.handle.net/10934/RM0001.COLLECT.612987,SK-A-5033,Public domain,"Painted on the occasion of his marriage to Oopjen Coppit in 1634 and in 2015 purchased from the Rothschilds as part of a joint collaboration between the Rijksmuseum and the Louvre. It is considered a pendant portrait, and the portrait of his wife was included in the sale. Together the paintings were sold for 160 million Euro",Painted on the occasion of his marriage to Oopjen Coppit in 1634,1634,132,207,Oil on canvas,600,700,,,https://en.wikipedia.org/wiki/Portrait_of_Marten_Soolmans,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":22,""green"":20,""blue"":17},""web"":""#161411"",""name"":""Bokara Grey""},{""color"":{""red"":161,""green"":156,""blue"":134},""web"":""#A19C86"",""name"":""Grey Olive""},{""color"":{""red"":80,""green"":80,""blue"":80},""web"":""#505050"",""name"":""Matterhorn""},{""color"":{""red"":52,""green"":46,""blue"":28},""web"":""#342E1C"",""name"":""Graphite""},{""color"":{""red"":191,""green"":188,""blue"":168},""web"":""#BFBCA8"",""name"":""Ash""},{""color"":{""red"":128,""green"":121,""blue"":100},""web"":""#807964"",""name"":""Arrowtown""}]}"
473,105,30,105080,The Sampling Officials of the Amsterdam Drapers Guild,2,http://hdl.handle.net/10934/RM0001.COLLECT.5217,SK-C-6,Public domain,"This is Rembrandt's first and only corporate group portrait. The Syndics stands out for its exceptionally large format and more than life-sized figures. All eyes of the sampling officials - who assessed the quality of dyed cloth - are turned to us and one figure even rises from his chair as if to acknowledge our presence. Because of the low vantage point, the table seems to jut out of the picture.","This is Rembrandt's first and only corporate group portrait. The Syndics stands out for its exceptionally large format and more than life-sized figures. All eyes of the sampling officials - who assessed the quality of dyed cloth - are turned to us and one figure even rises from his chair as if to acknowledge our presence. Because of the low vantage point, the table seems to jut out of the picture.",1662,279,191,Oil on canvas,1800,1900,https://www.google.com/culturalinstitute/beta/asset/the-syndics/ZgHt6DZhk-6SVw,"It is as if we just distracted the wardens of the Amsterdam drapers' guild from their work, so realistically Rembrandt has portrayed them. The servant in the background is the only person without a hat. To avoid having all the heads on exactly the same level, one of the officials is standing, just about to seat himself. This clever solution, the loose brushstrokes and the subtle light make this one of the most lively group portraits of the 17th century. The syndics monitored the quality of dyed 'laken', a feltlike woollen fabric. Their portrait was intended over the fireplace of the conference room of the laken guild. Rembrandt has adjusted his perspective to take this into account: we are looking at the table as if from below. Painted for the Staalhof, the headquarters of the laken guild in the Staalstraat in Amsterdam. In 1771 it was transferred to the townhall.",https://en.wikipedia.org/wiki/Syndics_of_the_Drapers%27_Guild,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":61,""green"":47,""blue"":27},""web"":""#3D2F1B"",""name"":""Cola""},{""color"":{""red"":24,""green"":22,""blue"":14},""web"":""#18160E"",""name"":""Maire""},{""color"":{""red"":90,""green"":73,""blue"":46},""web"":""#5A492E"",""name"":""Punga""},{""color"":{""red"":73,""green"":44,""blue"":27},""web"":""#492C1B"",""name"":""Morocco Brown""},{""color"":{""red"":117,""green"":60,""blue"":37},""web"":""#753c25"",""name"":""New Amber""},{""color"":{""red"":198,""green"":193,""blue"":172},""web"":""#c6c1ac"",""name"":""Kangaroo""}]}"
474,105,30,105090,"Portrait of a Couple as Isaac and Rebecca, known as 'The Jewish Bride'",2,http://hdl.handle.net/10934/RM0001.COLLECT.5223,SK-C-216,Public domain,"Two contemporaries had themselves portrayed by Rembrandt in historicizing costumes as characters from the Bible. The couple's tender embrace is at the centre of this poignant painting: the man's loving gesture is returned with a gentle caress. The figures and their poses agree with the study (No 67), only the figure of King Abimelech spying on them is missing. We, the viewers, assume his role as witnesses of their clandestine love.",The couple's tender embrace is at the centre of this poignant painting: the man's loving gesture is returned with a gentle caress.,1667,166,121,Oil on canvas,1000,1200,https://www.google.com/culturalinstitute/beta/asset/isaac-and-rebecca-known-as-the-jewish-bride/hAERFV8rdOOssw,"The name 'The Jewish bride', given to this painting in the 19th century, is a flight of fancy. The sitters probably asked Rembrandt to portray them as the biblical couple Isaac and Rebecca. They are attired in splendid oriental robes, and their tender embrace betrays their great love for one another. For this painting, which was done towards the end of his life, Rembrandt adopted an exceptionally free style. The man's sleeve is particularly interesting. The paint has been applied in blobs and daubs which reflect the light. In this way he used paint to add not only colour, but also relief.",https://en.wikipedia.org/wiki/The_Jewish_Bride,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":28,""green"":21,""blue"":15},""web"":""#1C150F"",""name"":""Bokara Grey""},{""color"":{""red"":56,""green"":41,""blue"":24},""web"":""#382918"",""name"":""Cocoa Brown""},{""color"":{""red"":144,""green"":117,""blue"":65},""web"":""#907541"",""name"":""Shadow""},{""color"":{""red"":55,""green"":22,""blue"":16},""web"":""#371610"",""name"":""Seal Brown""},{""color"":{""red"":148,""green"":114,""blue"":69},""web"":""#947245"",""name"":""Pale Brown""},{""color"":{""red"":100,""green"":36,""blue"":27},""web"":""#64241b"",""name"":""Caput Mortuum""}]}"
475,105,30,105100,Portrait of Haesje Jacobsdr van Cleyburg,1,http://hdl.handle.net/10934/RM0001.COLLECT.5225,SK-A-4833,Public domain,"Haesje van Cleyburg, the wife of a wealthy Rotterdam beer brewer, is fashionably yet extremely soberly dressed. She has not been made more beautiful than she was: the wrinkles, shadows under her eyes, the bushy eyebrows, and the greying hair are all rendered with painstaking realism. What makes the portrait so charming is the faint smile that plays across her slightly parted lips.","Haesje van Cleyburg, the wife of a wealthy Rotterdam beer brewer, is fashionably yet extremely soberly dressed.",1634,53,68,Oil on canvas,700,800,,,"https://commons.wikimedia.org/wiki/File:Rembrandt,_Portret_van_Haesje_v.Cleyburg_1634.jpg","{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":22,""green"":20,""blue"":17},""web"":""#161411"",""name"":""Bokara Grey""},{""color"":{""red"":161,""green"":156,""blue"":134},""web"":""#A19C86"",""name"":""Grey Olive""},{""color"":{""red"":80,""green"":80,""blue"":80},""web"":""#505050"",""name"":""Matterhorn""},{""color"":{""red"":52,""green"":46,""blue"":28},""web"":""#342E1C"",""name"":""Graphite""},{""color"":{""red"":191,""green"":188,""blue"":168},""web"":""#BFBCA8"",""name"":""Ash""},{""color"":{""red"":128,""green"":121,""blue"":100},""web"":""#807964"",""name"":""Arrowtown""}]}"
476,105,30,105110,Self Portrait as the Apostle Paul,1,http://hdl.handle.net/10934/RM0001.COLLECT.5280,SK-A-4050,Public domain,"This is Rembrandt's first and only self portrait in the guise of a biblical figure. The manuscript and the sword projecting from his cloak are Paul's traditional attributes. Like the other apostles Rembrandt painted in the same period, Paul too is a real, everyday person. By using his own likeness here Rembrandt encourages a direct bond with the saint.","This is Rembrandt's first and only self portrait in the guise of a biblical figure. The manuscript and the sword projecting from his cloak are Paul's traditional attributes. Like the other apostles Rembrandt painted in the same period, Paul too is a real, everyday person. By using his own likeness here Rembrandt encourages a direct bond with the saint.",1661,77,91,Oil on canvas,800,900,https://www.google.com/culturalinstitute/beta/asset/self-portrait-as-the-apostle-paul/LwGcE5lQC5dLUg,"Here Rembrandt is 55 or 56 years old. He has portrayed himself as the apostle Paul, shown together with his traditional attributes: a sword - the hilt of which is sticking out of his coat - and a manuscript written in letters which resemble Hebrew. In Protestant circles St. Paul was revered as the most important preacher of the Word of God.",https://en.wikipedia.org/wiki/Self-portrait_as_the_Apostle_Paul,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":60,""green"":52,""blue"":32},""web"":""#3C3420"",""name"":""Mikado""},{""color"":{""red"":172,""green"":153,""blue"":104},""web"":""#AC9968"",""name"":""Tallow""},{""color"":{""red"":38,""green"":29,""blue"":15},""web"":""#261D0F"",""name"":""Black Magic""},{""color"":{""red"":94,""green"":79,""blue"":50},""web"":""#5E4F32"",""name"":""West Coast""},{""color"":{""red"":170,""green"":153,""blue"":114},""web"":""#AA9972"",""name"":""Tallow""},{""color"":{""red"":132,""green"":115,""blue"":81},""web"":""#847351"",""name"":""Shadow""}]}"
477,105,30,105120,Jeremiah Lamenting the Destruction of Jerusalem,1,http://hdl.handle.net/10934/RM0001.COLLECT.5242,SK-A-3276,Public domain,"Downcast, the biblical prophet Jeremiah leans his tired head on his hand. He mourns the burning city of Jerusalem (left background), the destruction of which he had predicted. The most important part of the depiction - the figure of Jeremiah - is painted with great precision, while his surroundings are barely worked out. Rembrandt used powerful contrasts of light and shadow to heighten the drama of the scene.","Downcast, the biblical prophet Jeremiah leans his tired head on his hand. He mourns the burning city of Jerusalem (left background), the destruction of which he had predicted. ",1630,46,58,Oil on panel,700,900,https://www.google.com/culturalinstitute/beta/asset/jeremiah-lamenting-the-destruction-of-jerusalem/4gE-j88Uz3znNw,"Despondently, his old head in his hands, the Biblical prophet Jeremia weeps over the burning of Jerusalem, visible in the left background. The prophet had himself predicted its destruction. This is one of the best paintings Rembrandt did just before leaving the city of Leiden. By this time he was making use of pronounced light and dark contrasts to separate significant elements from less important ones, and to heighten the dramatic impact of a scene. The differences in finishing are also characteristic: the surroundings are rendered cursorily, whereas in the foreground Rembrandt has devoted considerable attention to the representation of fabric and materials, and the reflection of light.",https://commons.wikimedia.org/wiki/File:Rembrandt_Harmensz._van_Rijn_-_Jeremia_treurend_over_de_verwoesting_van_Jeruzalem_-_Google_Art_Project.jpg,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":95,""green"":81,""blue"":54},""web"":""#5F5136"",""name"":""West Coast""},{""color"":{""red"":69,""green"":54,""blue"":29},""web"":""#45361D"",""name"":""Clinker""},{""color"":{""red"":86,""green"":80,""blue"":74},""web"":""#56504A"",""name"":""Judge Grey""},{""color"":{""red"":105,""green"":85,""blue"":42},""web"":""#69552A"",""name"":""Horses Neck""},{""color"":{""red"":122,""green"":107,""blue"":77},""web"":""#7A6B4D"",""name"":""Go Ben""},{""color"":{""red"":58,""green"":53,""blue"":46},""web"":""#3A352E"",""name"":""Acadia""}]}"
478,125,30,125010,Portrait of Alida Christina Assink,1,http://hdl.handle.net/10934/RM0001.COLLECT.358121,SK-C-1672,Public domain,"Dressed in the latest fashion, Alida Assink poses here for the society painter Kruseman. The clothing gives her a stylish silhouette: broad shoulders, puff sleeves and a hoop skirt make her waist seem very slim. The large belt buckle further accentuates this. Kruseman admired English portraiture. The rural set-ting with a hunting dog and a garden vase is derived from English models.","Dressed in the latest fashion, Alida Assink poses here for the society painter Kruseman.",1833,149,206,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":129,""green"":115,""blue"":92},""web"":""#81735C"",""name"":""Stonewall""},{""color"":{""red"":119,""green"":79,""blue"":31},""web"":""#774F1F"",""name"":""Antique Brass""},{""color"":{""red"":42,""green"":12,""blue"":13},""web"":""#2A0C0D"",""name"":""Rustic Red""},{""color"":{""red"":125,""green"":119,""blue"":112},""web"":""#7D7770"",""name"":""Sand Dune""},{""color"":{""red"":43,""green"":58,""blue"":17},""web"":""#2b3a11"",""name"":""Turtle Green""},{""color"":{""red"":108,""green"":26,""blue"":30},""web"":""#6c1a1e"",""name"":""Red Berry""}]}"
479,125,30,125020,"Portrait of William II, King of the Netherlands",1,http://hdl.handle.net/10934/RM0001.COLLECT.10653,SK-C-170,Public domain,"This is a portrait of King William II in military uniform, but with a decidedly informal air. Accompanied by his hound, he poses casually in the dunes, which in the Romantic era was considered the quintessentially Dutch landscape. In 1848, when revolutions were raging throughout Europe, William II renounced royal autocracy and the Netherlands became a parliamentary democracy.","This is a portrait of King William II in military uniform, but with a decidedly informal air. Accompanied by his hound, he poses casually in the dunes, which in the Romantic era was considered the quintessentially Dutch landscape.",1839,86,109,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":171,""green"":162,""blue"":139},""web"":""#ABA28B"",""name"":""Napa""},{""color"":{""red"":54,""green"":44,""blue"":37},""web"":""#362C25"",""name"":""Coffee Bean""},{""color"":{""red"":98,""green"":81,""blue"":55},""web"":""#625137"",""name"":""Dallas""},{""color"":{""red"":131,""green"":113,""blue"":86},""web"":""#837156"",""name"":""Cement""},{""color"":{""red"":144,""green"":115,""blue"":67},""web"":""#907343"",""name"":""Shadow""},{""color"":{""red"":136,""green"":55,""blue"":42},""web"":""#88372a"",""name"":""Crab Apple""}]}"
481,126,30,126010,"A Mother Delousing her Childís Hair, Known as ëA Motherís Dutyí",3,http://hdl.handle.net/10934/RM0001.COLLECT.8769,SK-C-149,Public domain,"A mother thoroughly inspects her child's head for lice. She pursues her task in a sober Dutch interior, with Delft blue tiles and a box bed. In the right foreground is a potty chair. Through the doorway is a glimpse of a sunny back room and a garden. De Hooch specialized in such 'through-views'.","A mother thoroughly inspects her child's head for lice. She pursues her task in a sober Dutch interior, with Delft blue tiles and a box bed. In the right foreground is a potty chair. Through the doorway is a glimpse of a sunny back room and a garden. De Hooch specialized in such 'through-views'.",1659,61,52,Oil on canvas,700,900,,,,"{""safeSearchAnnotation"":{""violence"":1,""racy"":1},""dominantColors"":[{""color"":{""red"":72,""green"":42,""blue"":24},""web"":""#482A18"",""name"":""Morocco Brown""},{""color"":{""red"":27,""green"":21,""blue"":15},""web"":""#1B150F"",""name"":""Bokara Grey""},{""color"":{""red"":169,""green"":151,""blue"":123},""web"":""#A9977B"",""name"":""Bronco""},{""color"":{""red"":125,""green"":56,""blue"":27},""web"":""#7d381b"",""name"":""Peru Tan""},{""color"":{""red"":108,""green"":71,""blue"":45},""web"":""#6C472D"",""name"":""Semi-Sweet Chocolate""},{""color"":{""red"":192,""green"":153,""blue"":122},""web"":""#C0997A"",""name"":""Pale Taupe""}]}"
